request_id,tenant_id,apartment_id,request_date,start_month,duration
21313,517,1551,2021-11-23,2022-11,20
21315,796,2592,2022-10-11,2022-12,3
21318,351,1958,2022-04-24,2022-11,20
21324,776,2626,2023-09-06,2024-07,4
21325,999,2011,2023-02-25,2023-09,23
21333,956,2096,2021-07-18,2022-02,6
21334,567,2500,2023-08-02,2024-01,24
21336,707,601,2023-09-20,2024-03,22
21338,849,937,2022-11-28,2023-05,20
21343,694,1188,2020-08-11,2020-09,20
21344,24,1470,2023-08-18,2023-10,6
21350,726,2818,2024-08-25,2024-12,20
21353,563,99,2021-02-15,2021-10,3
21357,225,2652,2023-09-30,2024-08,12
21359,53,2532,2023-11-25,2024-03,16
21362,346,435,2022-09-24,2023-01,16
21366,78,333,2022-11-15,2023-06,5
21367,553,1859,2021-05-20,2021-06,15
21369,703,2897,2023-09-06,2024-06,15
21388,590,2640,2023-12-17,2024-12,14
21392,762,1477,2023-10-05,2024-09,5
21396,801,2768,2020-08-20,2021-03,21
21406,608,816,2023-11-19,2023-12,15
21414,357,517,2020-09-15,2021-09,7
21415,312,1862,2020-09-20,2021-04,18
21426,809,2114,2020-05-17,2021-04,3
21431,509,2043,2021-08-17,2022-05,4
21443,816,2379,2024-06-17,2024-07,10
21445,849,2868,2020-11-01,2021-11,7
21447,755,2669,2022-09-02,2023-09,16
21452,254,2192,2021-05-20,2022-01,9
21461,521,2319,2022-09-06,2023-07,8
21462,716,937,2021-10-17,2022-06,10
21469,202,2996,2024-01-11,2024-11,23
21470,860,2151,2021-02-06,2022-02,7
21472,20,2093,2023-12-07,2024-03,5
21473,842,2179,2024-04-03,2024-05,16
21482,535,2398,2021-04-23,2022-01,5
21486,279,2390,2023-10-29,2023-12,17
21498,886,568,2021-12-26,2022-06,12
21501,643,2692,2022-06-25,2023-06,20
21503,386,478,2023-07-25,2023-08,4
21512,244,910,2021-05-26,2021-07,17
21515,466,1945,2023-01-03,2023-10,4
21521,786,1480,2020-09-27,2021-04,3
21522,540,2316,2022-05-26,2022-11,6
21523,275,240,2022-06-01,2022-11,7
21524,192,2490,2021-10-12,2022-09,9
21525,208,2657,2022-01-12,2022-08,15
21528,426,1521,2021-02-11,2021-06,13
21537,378,779,2020-02-19,2020-10,6
21539,774,2664,2023-05-31,2023-11,23
21541,864,1946,2022-04-24,2022-12,9
21554,454,369,2021-03-30,2021-12,24
21559,800,25,2022-07-07,2023-07,17
21567,71,1312,2020-02-21,2020-07,6
21588,366,654,2021-11-13,2022-10,16
21590,302,237,2024-05-19,2024-08,21
21593,452,2224,2024-10-10,2024-11,14
21601,159,1071,2023-02-23,2024-01,12
21603,508,600,2022-05-05,2022-07,19
21604,881,526,2022-01-14,2022-04,3
21618,664,2516,2023-06-23,2024-05,7
21623,254,2600,2023-10-20,2024-05,5
21624,880,881,2021-08-15,2022-03,7
21629,552,1082,2021-09-29,2022-02,22
21633,495,2557,2023-09-08,2024-03,9
21635,326,905,2024-02-13,2024-04,16
21640,13,1184,2021-10-05,2022-09,12
21641,80,2243,2020-05-06,2020-11,7
21646,631,610,2023-12-05,2024-11,21
21647,171,873,2023-06-07,2023-12,7
21651,941,313,2021-11-19,2022-02,19
21653,768,1641,2023-09-13,2023-12,15
21671,18,2478,2024-06-14,2024-08,10
21685,55,1670,2023-09-27,2024-06,18
21687,421,892,2020-02-21,2021-01,7
21693,890,132,2020-02-23,2020-10,5
21694,26,1455,2022-03-03,2022-08,4
21695,525,1960,2021-03-17,2021-10,7
21696,847,1270,2021-07-16,2022-06,20
21708,907,1712,2020-03-19,2020-04,13
21728,843,1410,2021-04-29,2022-01,19
21730,867,2184,2020-08-01,2021-02,8
21734,225,2161,2023-01-21,2024-01,4
21735,804,902,2021-02-24,2021-09,24
21737,62,338,2022-10-13,2023-08,22
21741,994,695,2021-06-05,2022-01,8
21742,578,1022,2024-01-22,2024-05,4
21744,415,1135,2023-10-26,2024-06,13
21746,350,502,2021-02-25,2021-07,9
21747,915,135,2024-03-26,2024-08,22
21756,908,1332,2022-04-23,2023-03,13
21758,438,2057,2023-12-03,2024-03,14
21759,377,2588,2022-02-05,2022-06,21
21760,793,2013,2020-10-09,2020-12,24
21768,136,2157,2022-01-19,2023-01,4
21773,721,2611,2020-06-20,2021-01,10
21790,400,2241,2023-12-29,2024-04,8
21791,845,1253,2022-05-17,2022-06,24
21801,714,2805,2022-10-08,2023-02,19
21807,405,760,2024-04-11,2024-07,21
21810,25,418,2023-07-10,2024-07,5
21812,281,2083,2021-08-28,2022-02,22
21813,148,1619,2022-03-09,2022-06,22
21816,182,816,2021-05-18,2021-08,14
21820,246,149,2024-04-13,2024-05,7
21825,638,1994,2022-04-12,2022-07,23
21827,704,295,2021-05-06,2021-08,6
21831,487,1820,2022-10-17,2023-03,22
21837,305,4,2023-08-08,2024-03,8
21839,352,2109,2020-01-04,2020-04,5
21847,596,1637,2020-07-05,2021-06,23
21850,997,2959,2023-02-04,2023-07,9
21855,519,537,2021-01-07,2021-02,20
21871,26,1897,2022-07-26,2022-09,19
21875,548,995,2021-11-07,2021-12,16
21878,226,2693,2023-11-22,2024-10,5
21885,916,1398,2021-01-18,2021-12,18
21886,165,1042,2023-03-18,2023-07,17
21892,872,1363,2024-09-03,2024-10,4
21895,517,1831,2022-12-26,2023-09,21
21904,885,1656,2021-03-19,2022-02,12
21908,85,1893,2022-06-05,2022-07,20
21910,158,2456,2020-06-10,2021-01,18
21913,81,1314,2020-11-27,2021-07,22
21916,130,745,2022-07-12,2023-04,10
21922,615,1817,2021-12-12,2022-04,9
21932,321,2997,2023-02-21,2023-03,5
21933,998,1426,2024-06-01,2024-10,13
21934,585,479,2022-08-07,2022-12,10
21947,538,2332,2022-09-10,2023-05,4
21952,465,1703,2023-12-13,2024-12,7
21960,842,583,2022-12-15,2023-08,6
21962,482,624,2022-09-22,2023-01,6
21968,327,1492,2021-11-13,2022-02,13
21971,365,2187,2022-04-06,2022-07,15
21972,155,2425,2020-09-14,2021-03,18
21974,789,1904,2022-12-01,2023-05,13
21975,907,901,2024-02-17,2024-12,15
21986,910,1796,2023-06-17,2023-11,21
21987,422,1782,2024-03-12,2024-10,15
21988,415,1491,2023-02-03,2023-11,4
21990,155,2860,2024-03-05,2024-12,13
21991,660,52,2023-03-21,2023-10,18
22001,999,2993,2022-03-14,2022-04,12
22005,294,555,2022-10-04,2023-03,5
22010,569,1928,2022-04-30,2023-02,3
22011,135,1277,2020-10-13,2021-07,9
22016,598,1655,2023-03-11,2024-01,5
22029,135,2935,2024-08-27,2024-09,22
22031,242,2393,2023-03-13,2024-02,18
22037,831,126,2022-12-16,2023-12,3
22038,473,759,2021-02-28,2021-10,21
22047,774,2944,2022-09-21,2022-11,11
22054,256,937,2023-06-07,2024-03,17
22058,722,629,2021-06-04,2022-01,24
22067,846,2460,2022-09-26,2022-11,4
22075,184,1847,2023-10-20,2024-05,10
22092,360,1511,2022-03-15,2022-05,6
22098,225,905,2021-12-07,2022-11,12
22101,914,1401,2024-01-10,2024-06,8
22103,685,2606,2024-04-21,2024-10,14
22107,231,2757,2021-08-18,2022-07,13
22111,59,2449,2021-02-20,2021-10,13
22119,473,1552,2023-02-08,2023-07,15
22121,19,377,2020-12-05,2021-11,13
22125,492,2107,2020-01-21,2020-05,5
22128,943,2257,2022-12-13,2023-10,23
22129,541,576,2022-12-04,2023-09,10
22134,157,786,2023-06-24,2023-12,22
22157,54,2029,2023-06-30,2024-01,18
22160,751,2094,2020-09-20,2021-08,7
22169,286,888,2023-05-20,2024-02,6
22176,822,1053,2023-07-10,2024-07,11
22177,728,2038,2021-10-17,2022-03,11
22178,603,1294,2022-03-19,2023-03,20
22185,537,2530,2020-10-05,2020-12,18
22186,788,2137,2020-05-20,2020-06,16
22190,782,1529,2020-09-13,2021-05,8
22196,350,1036,2021-01-12,2021-10,10
22199,610,1418,2021-06-30,2021-08,13
22201,630,1807,2022-06-11,2023-02,7
22205,595,2362,2023-08-11,2024-04,22
22206,738,2652,2024-03-08,2024-12,24
22221,961,564,2024-07-22,2024-12,21
22230,532,411,2022-07-19,2023-04,6
22235,340,2923,2022-11-13,2023-09,18
22236,511,2781,2024-04-30,2024-11,14
22239,778,2099,2021-06-19,2021-08,10
22246,747,2759,2023-08-23,2024-07,17
22251,80,2556,2021-10-17,2022-03,19
22256,673,2782,2020-11-15,2021-10,22
22257,283,305,2020-11-07,2021-02,7
22269,95,2998,2024-04-30,2024-08,14
22284,489,1976,2020-07-07,2021-01,19
22286,233,75,2023-06-19,2024-04,14
22287,1,2613,2022-12-18,2023-07,5
22294,464,1888,2020-06-07,2021-02,24
22296,208,1712,2022-02-26,2022-09,15
22304,876,1347,2020-11-14,2021-04,23
22306,200,32,2020-02-05,2020-10,6
22312,167,906,2023-11-09,2024-04,13
22334,871,973,2021-02-28,2021-06,17
22341,539,293,2021-11-27,2022-06,7
22346,107,1344,2023-11-22,2023-12,10
22365,703,911,2021-02-22,2021-11,8
22378,953,2894,2024-03-08,2024-07,4
22380,277,268,2021-02-06,2021-03,15
22387,931,1900,2023-07-15,2023-09,9
22421,824,2608,2021-09-08,2022-09,21
22427,978,15,2024-02-27,2024-08,24
22429,68,1454,2023-04-06,2024-03,12
22430,767,2271,2022-11-16,2023-07,8
22439,788,1477,2022-09-09,2023-02,3
22442,794,383,2022-03-10,2022-05,6
22450,697,505,2020-01-03,2020-08,3
22460,692,823,2021-08-07,2021-10,11
22472,445,2796,2020-09-23,2020-12,18
22481,963,824,2024-02-08,2024-04,7
22486,173,1709,2021-10-31,2022-04,13
22489,584,1585,2024-03-25,2024-12,20
22490,995,1229,2023-08-31,2024-05,7
22498,872,524,2021-12-31,2022-03,13
22500,807,2005,2021-11-17,2022-04,13
22507,776,2911,2024-05-11,2024-09,22
22508,798,2117,2023-07-05,2024-07,17
22509,157,1270,2022-01-18,2022-09,18
22519,364,2839,2023-04-03,2023-05,6
22522,854,1050,2023-10-20,2024-08,18
22535,64,2550,2022-08-15,2022-10,12
22536,969,815,2021-11-05,2022-09,20
22538,23,1154,2023-07-16,2024-05,9
22540,565,1961,2020-03-08,2021-03,15
22555,77,750,2021-08-23,2022-07,3
22558,587,107,2021-04-13,2021-07,13
22561,742,110,2024-07-23,2024-10,8
22564,46,597,2021-09-14,2021-12,4
22567,479,469,2023-11-14,2024-04,12
22570,39,2073,2021-01-17,2021-12,6
22577,695,1690,2021-05-12,2022-02,14
22587,746,881,2023-02-20,2023-09,24
22589,803,1769,2020-10-26,2021-08,18
22612,313,224,2020-04-04,2020-06,6
22619,65,862,2021-08-02,2022-04,4
22625,516,444,2022-09-07,2022-11,9
22640,146,743,2021-01-04,2021-06,15
22644,47,1100,2022-11-15,2022-12,22
22645,866,688,2023-04-09,2024-02,23
22655,608,162,2020-08-28,2021-06,7
22657,458,2023,2021-11-09,2022-06,5
22659,497,1288,2020-08-30,2020-11,4
22667,520,2273,2020-05-26,2020-06,19
22679,39,411,2022-09-02,2023-09,15
22684,712,1121,2023-10-10,2023-11,11
22689,344,1919,2021-02-02,2021-03,20
22709,843,2976,2023-01-26,2023-07,9
22729,768,324,2021-11-09,2022-01,4
22730,902,1886,2022-12-30,2023-08,9
22734,680,729,2022-10-12,2023-05,8
22736,694,2731,2021-10-20,2022-03,6
22744,930,1467,2020-09-08,2021-04,4
22745,303,1636,2023-05-31,2023-09,14
22746,675,2686,2021-08-15,2021-11,24
22748,279,2710,2024-08-03,2024-10,14
22751,827,1464,2023-08-10,2024-06,8
22752,122,66,2023-04-03,2023-11,22
22755,625,389,2023-01-29,2023-03,22
22756,330,2827,2023-08-20,2024-04,3
22759,750,1849,2020-09-29,2020-11,24
22767,284,5,2021-12-04,2022-04,7
22768,471,1390,2024-05-03,2024-06,18
22773,519,1434,2022-10-11,2022-12,18
22775,136,1013,2020-12-24,2021-04,11
22778,947,445,2022-02-19,2022-04,20
22781,602,581,2022-09-07,2023-04,23
22785,510,2280,2024-04-23,2024-08,5
22786,333,2059,2020-03-30,2020-09,19
22796,811,1941,2023-12-15,2024-07,4
22797,458,747,2023-04-16,2023-11,19
22803,169,2067,2021-12-11,2022-06,4
22804,751,1978,2024-05-01,2024-12,14
22806,40,2534,2022-06-29,2023-03,14
22828,33,981,2022-06-11,2023-01,13
22829,196,453,2020-12-04,2021-12,19
22830,644,1386,2020-02-13,2020-09,5
22833,921,127,2021-12-05,2022-06,6
22847,863,2634,2022-06-08,2022-08,14
22854,882,23,2024-02-05,2024-11,24
22862,235,858,2021-06-12,2022-01,18
22864,887,2426,2022-10-28,2023-01,16
22876,23,1980,2021-08-04,2022-06,3
22880,256,2862,2021-10-23,2022-05,16
22887,467,1020,2022-01-21,2022-12,19
22892,765,476,2021-03-05,2021-04,22
22908,14,1879,2021-08-06,2021-10,20
22924,671,432,2020-02-21,2020-08,5
22932,956,1355,2022-12-28,2023-05,11
22936,813,2796,2021-12-31,2022-11,23
22939,513,2418,2021-01-10,2021-09,3
22949,620,853,2021-10-29,2022-10,4
22969,641,332,2021-10-06,2022-06,23
22973,695,2092,2022-02-02,2022-09,4
22980,588,622,2021-04-23,2021-09,9
22999,786,1664,2023-12-07,2024-10,21
23000,449,102,2023-08-30,2024-03,4
23006,603,1895,2020-03-05,2020-11,14
23025,367,1666,2024-04-02,2024-08,4
23050,741,1329,2022-05-31,2023-05,20
23051,773,2061,2023-12-25,2024-06,23
23053,645,2869,2023-09-23,2023-10,17
23055,798,1149,2023-01-30,2023-11,16
23057,474,1231,2021-05-04,2021-08,5
23062,665,1799,2022-11-06,2023-07,22
23063,415,1135,2020-09-19,2021-02,14
23069,984,843,2021-08-04,2021-09,16
23075,653,1013,2022-04-19,2023-03,15
23080,783,1782,2024-04-11,2024-07,23
23084,484,1754,2022-12-13,2023-01,8
23094,688,153,2021-07-27,2021-09,18
23098,627,789,2022-06-19,2023-05,3
23099,324,1456,2021-07-22,2021-11,10
23104,34,2512,2024-08-11,2024-09,8
23109,304,1828,2021-04-30,2021-08,17
23113,718,2020,2022-03-01,2022-08,6
23117,464,2842,2020-07-20,2020-08,17
23120,38,2753,2020-06-09,2020-12,4
23123,535,247,2024-01-15,2024-07,18
23124,266,2317,2020-01-01,2020-09,19
23129,952,2529,2020-08-07,2021-04,10
23131,308,1251,2024-09-23,2024-12,7
23132,443,2306,2024-06-18,2024-08,24
23136,99,2308,2021-10-07,2022-07,20
23139,996,1304,2024-09-07,2024-11,19
23148,831,1177,2023-08-03,2023-12,12
23152,372,268,2020-11-19,2021-10,5
23158,377,2598,2020-04-21,2020-12,12
23186,988,1658,2023-11-21,2024-05,18
23188,502,1689,2023-07-06,2023-11,14
23198,121,500,2022-03-04,2022-09,17
23203,822,2137,2020-03-29,2020-08,14
23204,186,2200,2023-10-21,2023-11,17
23208,261,61,2021-08-14,2022-06,16
23214,94,1181,2024-10-26,2024-12,15
23218,871,2367,2022-09-15,2023-06,19
23219,411,1520,2023-08-16,2024-03,7
23227,986,823,2022-09-25,2023-08,8
23238,83,2142,2023-09-16,2023-12,12
23248,678,2962,2022-02-17,2022-09,20
23255,174,2202,2022-02-16,2022-03,3
23257,663,796,2023-09-03,2024-02,6
23259,591,860,2022-01-19,2022-05,17
23263,33,620,2022-01-24,2022-06,9
23267,885,1169,2020-12-28,2021-09,7
23272,956,2017,2022-02-25,2022-05,17
23275,735,1558,2020-07-02,2021-04,18
23278,679,1685,2021-09-22,2021-12,23
23279,27,1752,2024-08-14,2024-10,8
23284,620,846,2021-03-16,2021-07,15
23297,104,37,2022-11-07,2023-03,17
23307,938,2853,2020-07-04,2021-01,24
23310,121,1223,2020-01-29,2020-09,22
23312,267,2219,2022-10-17,2023-10,12
23314,230,1508,2021-01-29,2021-10,18
23317,323,1809,2022-09-02,2022-11,4
23320,425,449,2022-11-24,2023-09,15
23331,326,2949,2020-09-07,2021-09,21
23339,820,727,2020-08-26,2021-01,14
23342,504,2856,2023-04-10,2023-08,13
23343,211,2668,2023-08-30,2024-03,19
23345,752,1738,2022-06-28,2022-10,12
23359,687,2228,2023-01-07,2023-04,10
23365,956,2358,2020-09-03,2021-08,6
23367,96,948,2021-12-08,2022-07,11
23368,455,1587,2020-07-04,2020-08,7
23370,1,2129,2020-08-27,2021-06,9
23372,507,531,2022-02-10,2023-01,12
23373,270,998,2023-11-01,2024-03,10
23378,418,94,2021-11-01,2022-11,11
23381,774,1062,2022-01-28,2022-09,5
23385,351,1017,2023-11-28,2024-06,12
23387,231,1552,2020-01-06,2020-03,12
23388,369,1172,2020-06-23,2020-10,13
23389,889,3000,2022-05-02,2023-04,18
23390,755,2152,2024-03-12,2024-06,11
23393,321,188,2024-08-30,2024-12,10
23397,625,137,2022-07-26,2022-11,13
23398,782,32,2023-09-23,2023-12,8
23403,764,280,2020-03-03,2021-01,12
23409,561,2401,2022-05-01,2022-07,16
23422,10,54,2021-09-22,2022-03,24
23426,454,1893,2024-05-31,2024-11,12
23427,585,248,2021-07-16,2021-10,18
23429,787,2457,2023-08-15,2024-04,17
23433,841,525,2020-02-27,2020-03,17
23437,682,2649,2021-12-03,2022-06,16
23438,210,2921,2022-10-03,2022-12,14
23439,339,2464,2020-10-13,2021-05,13
23443,717,2461,2022-11-07,2023-10,15
23452,694,1349,2020-11-23,2021-03,11
23454,473,2681,2022-09-19,2022-12,16
23458,546,1678,2024-10-17,2024-12,10
23465,672,1896,2021-07-15,2021-11,20
23476,549,2454,2021-07-20,2022-04,13
23480,609,2022,2020-10-02,2021-03,21
23481,289,540,2022-03-14,2022-12,7
23487,81,1539,2022-08-07,2023-06,17
23496,999,1266,2021-07-28,2022-04,24
23505,157,534,2021-03-30,2021-04,6
23508,614,586,2022-05-14,2022-10,3
23520,791,1454,2021-09-01,2022-04,16
23521,104,2233,2024-05-14,2024-08,19
23528,447,425,2023-09-03,2024-06,16
23534,602,1264,2020-08-20,2020-09,19
23538,90,1044,2022-08-11,2023-01,11
23547,945,716,2022-07-01,2023-02,24
23550,793,2474,2021-01-02,2022-01,21
23551,672,840,2021-10-25,2022-03,17
23552,376,2055,2020-12-21,2021-05,10
23556,718,724,2021-09-16,2022-03,6
23562,459,691,2023-11-07,2023-12,11
23567,866,1217,2021-06-24,2021-09,22
23576,718,203,2022-03-20,2022-12,18
23585,106,1260,2022-06-01,2023-06,13
23587,944,1102,2022-03-27,2022-12,22
23589,908,1463,2020-06-26,2020-08,10
23600,921,2343,2024-08-09,2024-10,24
23603,398,1289,2021-10-10,2022-03,7
23620,317,2227,2024-07-09,2024-09,12
23622,902,2202,2022-06-14,2023-04,16
23627,857,1516,2022-01-03,2022-05,20
23629,998,1862,2023-06-04,2024-04,16
23636,535,2185,2020-07-29,2020-10,9
23637,773,1974,2022-09-02,2022-10,16
23645,442,490,2021-07-01,2022-03,20
23648,328,1528,2023-02-14,2023-05,15
23658,591,1836,2023-06-24,2023-12,17
23667,732,787,2023-07-19,2023-11,7
23675,817,927,2022-05-04,2023-05,18
23697,273,1805,2022-01-16,2022-06,11
23699,9,1702,2024-01-14,2024-07,8
23705,778,325,2021-11-11,2021-12,7
23707,946,2073,2024-04-12,2024-09,21
23716,358,1646,2021-11-25,2022-11,20
23727,784,1941,2023-03-15,2023-10,11
23729,360,2601,2024-04-25,2024-12,8
23738,76,2272,2020-02-18,2020-03,12
23739,906,226,2020-11-25,2021-05,15
23743,824,808,2024-07-11,2024-12,18
23756,221,413,2021-09-10,2022-03,24
23760,430,2172,2022-10-19,2022-11,15
23765,972,487,2022-04-26,2023-04,6
23769,959,629,2023-07-09,2024-02,24
23782,433,641,2023-05-03,2023-11,15
23784,546,1494,2024-02-04,2024-07,17
23790,76,2142,2023-04-03,2023-08,14
23795,229,1363,2023-11-12,2024-04,23
23802,899,1950,2020-12-19,2021-07,7
23820,506,2485,2021-08-23,2021-10,21
23821,956,1671,2024-08-30,2024-10,21
23834,162,1256,2024-01-24,2024-06,5
23835,117,2473,2022-06-01,2023-04,16
23836,432,2911,2023-08-16,2023-11,3
23839,369,797,2024-09-08,2024-10,17
23862,918,1630,2024-05-04,2024-09,4
23866,593,2278,2021-03-01,2022-01,23
23880,878,456,2020-03-03,2020-10,4
23882,18,1236,2022-03-04,2022-07,21
23885,842,1807,2024-04-09,2024-06,15
23895,991,2619,2021-01-23,2021-11,18
23897,95,370,2022-11-20,2023-05,4
23901,835,914,2020-07-28,2021-06,3
23904,324,2715,2022-09-17,2023-02,23
23910,414,2011,2020-12-29,2021-11,12
23914,65,1956,2024-04-25,2024-07,6
23917,350,2834,2021-11-19,2022-04,4
23927,719,1580,2021-10-27,2022-06,20
23929,292,1986,2022-07-11,2023-06,15
23930,598,2781,2023-03-12,2023-12,16
23941,565,152,2022-09-07,2023-01,16
23943,632,923,2020-06-21,2021-02,8
23955,276,888,2020-12-20,2021-07,18
23971,501,1590,2021-01-22,2021-09,24
23973,200,2545,2022-05-28,2023-03,23
23976,559,2651,2022-02-08,2022-08,4
23980,376,2757,2020-09-25,2021-05,18
23981,347,2821,2020-08-30,2020-10,17
23987,864,2912,2022-01-21,2022-12,7
23992,257,481,2021-09-27,2021-10,13
23995,285,1904,2022-06-15,2022-09,19
23996,977,1274,2022-03-17,2022-08,18
23999,824,1505,2021-07-24,2021-08,4
24007,221,2643,2024-02-02,2024-04,16
24008,576,98,2020-09-12,2020-10,23
24012,28,2766,2020-08-28,2020-12,14
24020,648,2702,2020-11-08,2021-04,14
24021,542,547,2024-03-09,2024-05,20
24023,48,2508,2021-03-21,2021-10,23
24033,434,323,2023-06-19,2023-07,17
24035,502,1911,2020-10-10,2021-09,4
24038,998,297,2023-02-16,2023-08,3
24057,397,661,2024-02-27,2024-06,8
24067,896,167,2024-04-17,2024-06,15
24069,344,1702,2021-05-18,2021-10,11
24077,879,1024,2023-09-02,2023-11,8
24082,74,2519,2024-05-25,2024-06,20
24083,277,874,2022-12-02,2023-07,23
24087,601,397,2021-04-08,2022-02,20
24093,742,2404,2020-09-03,2020-11,16
24102,879,179,2020-09-28,2021-05,10
24107,485,2952,2020-04-25,2020-06,15
24109,448,1545,2023-08-26,2024-03,20
24110,935,2080,2020-09-09,2021-03,24
24139,339,2364,2023-07-12,2023-11,7
24150,801,2452,2022-01-23,2022-02,5
24152,786,2188,2023-05-27,2023-09,13
24154,670,455,2023-01-13,2023-07,19
24160,76,2381,2023-11-30,2024-03,6
24163,740,2338,2021-12-14,2022-05,18
24165,449,126,2023-03-13,2023-06,13
24168,448,2739,2023-09-09,2024-02,11
24170,472,270,2021-01-24,2021-08,22
24173,366,1035,2023-01-27,2023-06,3
24180,531,14,2020-08-22,2021-06,13
24183,539,413,2023-03-15,2024-02,18
24184,304,2733,2021-01-24,2021-08,10
24190,619,1471,2022-02-12,2023-02,15
24199,754,2212,2021-07-19,2022-02,3
24209,632,1069,2023-06-06,2024-03,20
24228,308,2696,2023-11-01,2024-09,7
24231,611,2800,2023-01-05,2024-01,5
24234,577,106,2023-03-27,2023-12,23
24235,375,2517,2021-07-13,2022-03,6
24241,510,1669,2021-08-20,2022-05,13
24245,36,1623,2022-04-12,2023-04,15
24253,951,2137,2023-11-01,2024-08,10
24256,857,2298,2023-05-22,2023-07,5
24257,758,961,2021-10-03,2022-08,20
24260,271,96,2020-11-21,2021-07,18
24268,760,1138,2021-07-14,2021-08,22
24271,222,2301,2022-06-07,2023-02,6
24278,588,2091,2023-09-23,2023-11,5
24289,20,1533,2020-10-16,2021-08,8
24291,586,2306,2023-02-01,2023-06,5
24295,261,2834,2022-08-02,2023-03,10
24296,684,332,2023-08-07,2024-01,7
24297,151,1657,2022-06-15,2022-09,15
24303,888,476,2022-03-13,2022-08,24
24310,747,604,2021-01-24,2021-04,19
24315,318,2931,2021-05-25,2022-05,9
24316,693,618,2022-05-13,2022-09,17
24329,936,1698,2021-05-28,2022-01,21
24334,153,376,2024-08-13,2024-09,24
24338,760,2039,2023-06-13,2023-08,3
24339,733,418,2022-02-07,2022-04,4
24342,868,2127,2023-12-15,2024-08,24
24343,705,1807,2022-07-03,2023-01,22
24346,921,745,2023-11-23,2024-05,16
24350,645,474,2024-03-17,2024-12,18
24364,871,1057,2020-02-04,2021-01,20
24373,83,1004,2022-02-05,2022-06,8
24386,404,1171,2023-11-08,2024-10,4
24387,476,1274,2020-11-05,2021-10,10
24390,237,2397,2022-05-20,2023-03,8
24391,940,1277,2020-01-01,2020-09,16
24396,148,2193,2021-12-23,2022-11,6
24401,844,216,2020-04-13,2020-11,22
24403,659,2077,2020-09-12,2020-10,23
24405,123,832,2022-07-09,2023-05,22
24413,385,2545,2021-03-18,2021-06,20
24418,220,2475,2023-09-22,2023-11,6
24422,880,2722,2022-12-07,2023-10,13
24424,717,1830,2023-05-09,2023-06,21
24426,543,1637,2022-02-16,2022-06,20
24428,708,307,2024-09-07,2024-12,9
24430,658,2758,2023-03-16,2023-08,7
24432,451,2206,2021-12-01,2022-12,15
24438,658,1228,2020-06-13,2021-05,23
24441,969,1625,2021-02-28,2021-12,22
24453,389,2683,2021-02-15,2021-12,21
24462,668,2381,2022-03-17,2023-03,20
24463,274,204,2021-08-12,2021-12,10
24466,927,2523,2022-11-21,2023-06,15
24470,882,2768,2020-05-02,2021-04,3
24471,830,1065,2022-04-03,2022-08,19
24473,547,2035,2021-02-28,2021-10,10
24480,914,2888,2023-02-13,2024-02,9
24488,412,1611,2020-02-02,2020-10,20
24494,200,2881,2021-12-15,2022-08,3
24503,268,749,2022-11-08,2023-03,5
24508,378,650,2020-02-04,2020-07,8
24511,432,2889,2020-06-14,2021-01,8
24512,107,9,2020-12-06,2021-05,3
24514,821,870,2023-12-16,2024-07,9
24520,28,718,2022-07-13,2023-01,19
24527,626,2347,2023-10-10,2024-04,13
24538,106,735,2022-08-22,2023-02,23
24543,108,400,2021-12-02,2022-06,14
24547,142,2196,2020-10-23,2021-06,8
24550,60,2890,2022-08-01,2023-08,17
24551,931,2430,2021-08-22,2021-09,19
24552,801,2527,2020-12-10,2021-04,22
24562,288,1900,2020-08-24,2021-05,19
24567,234,1359,2022-07-27,2022-09,22
24568,611,1973,2023-10-10,2024-08,11
24576,590,721,2021-01-29,2021-08,17
24580,438,2340,2022-09-09,2023-02,3
24582,216,2195,2023-07-04,2023-12,4
24585,443,2310,2022-04-15,2023-02,17
24593,374,1763,2022-11-07,2023-07,21
24598,344,962,2023-03-15,2023-12,21
24603,892,960,2020-05-03,2020-12,10
24606,492,1197,2022-03-04,2023-02,14
24608,136,2549,2020-11-29,2020-12,15
24615,261,1829,2021-11-27,2022-10,22
24621,85,27,2024-01-10,2024-05,17
24637,605,563,2020-04-09,2020-08,11
24643,109,675,2022-05-19,2022-10,19
24646,822,1353,2020-06-29,2021-05,3
24648,600,1264,2021-12-09,2022-09,13
24649,478,2798,2021-04-23,2022-04,7
24653,594,1104,2021-04-03,2021-09,11
24656,7,1286,2020-06-01,2020-10,18
24661,229,1284,2023-08-01,2023-11,9
24679,105,748,2022-09-01,2023-05,21
24685,181,1854,2021-05-25,2022-01,14
24692,458,2811,2020-01-12,2020-08,16
24694,531,2145,2021-08-06,2021-09,4
24695,811,416,2023-10-04,2024-06,9
24696,969,2759,2021-12-11,2022-04,12
24699,511,2946,2022-11-01,2023-10,19
24702,778,1648,2022-08-26,2023-01,14
24703,313,1806,2020-03-30,2020-08,23
24704,730,66,2021-04-04,2021-08,7
24710,463,323,2020-04-26,2020-11,13
24714,32,1314,2021-11-16,2022-05,7
24717,646,2738,2022-11-01,2023-04,11
24721,814,269,2022-05-23,2023-02,12
24726,410,367,2023-11-01,2024-09,6
24727,896,2241,2020-12-09,2021-02,5
24732,52,180,2020-09-13,2020-12,18
24736,465,1714,2020-04-19,2021-01,14
24741,55,2247,2021-08-20,2021-10,20
24742,872,1324,2021-06-29,2022-04,20
